tract,race,med_income
Census Tract 101; Barnstable County; Massachusetts,White,91447
Census Tract 4132.02; Norfolk County; Massachusetts,White,129653
Census Tract 4133; Norfolk County; Massachusetts,White,135938
Census Tract 4134.01; Norfolk County; Massachusetts,White,93942
Census Tract 4134.02; Norfolk County; Massachusetts,White,110300
Census Tract 4135; Norfolk County; Massachusetts,White,69717
Census Tract 4141; Norfolk County; Massachusetts,White,172065
Census Tract 4142; Norfolk County; Massachusetts,White,216364
Census Tract 4143; Norfolk County; Massachusetts,White,169318
Census Tract 4151.01; Norfolk County; Massachusetts,White,152024
Census Tract 4151.03; Norfolk County; Massachusetts,White,99688
Census Tract 4151.04; Norfolk County; Massachusetts,White,124350
Census Tract 4152.01; Norfolk County; Massachusetts,White,140815
Census Tract 4152.02; Norfolk County; Massachusetts,White,115833
Census Tract 4153; Norfolk County; Massachusetts,White,138917
Census Tract 4161.01; Norfolk County; Massachusetts,White,167237
Census Tract 4161.02; Norfolk County; Massachusetts,White,183750
Census Tract 4162; Norfolk County; Massachusetts,Black,129413
Census Tract 4163; Norfolk County; Massachusetts,White,184855
Census Tract 4164; Norfolk County; Massachusetts,White,193005
Census Tract 4171; Norfolk County; Massachusetts,White,91176
Census Tract 4172.01; Norfolk County; Massachusetts,Asian,98036
Census Tract 4172.02; Norfolk County; Massachusetts,White,90250
Census Tract 4173; Norfolk County; Massachusetts,White,136691
Census Tract 4174; Norfolk County; Massachusetts,White,140917
Census Tract 4175.01; Norfolk County; Massachusetts,White,82435
Census Tract 4175.02; Norfolk County; Massachusetts,Asian,74657
Census Tract 4176.01; Norfolk County; Massachusetts,White,99811
Census Tract 4176.02; Norfolk County; Massachusetts,White,94321
Census Tract 4177.02; Norfolk County; Massachusetts,White,126645
Census Tract 4177.03; Norfolk County; Massachusetts,White,48750
Census Tract 4177.04; Norfolk County; Massachusetts,White,100996
Census Tract 4178.01; Norfolk County; Massachusetts,White,101250
Census Tract 4178.02; Norfolk County; Massachusetts,White,44398
Census Tract 4179.01; Norfolk County; Massachusetts,White,58097
Census Tract 4179.02; Norfolk County; Massachusetts,White,99250
Census Tract 4180.02; Norfolk County; Massachusetts,White,93045
Census Tract 4180.03; Norfolk County; Massachusetts,White,116200
Census Tract 4180.04; Norfolk County; Massachusetts,White,82269
Census Tract 4181.01; Norfolk County; Massachusetts,White,111217
Census Tract 4181.02; Norfolk County; Massachusetts,White,93750
Census Tract 4182.01; Norfolk County; Massachusetts,White,83455
Census Tract 4191; Norfolk County; Massachusetts,White,123493
Census Tract 4192; Norfolk County; Massachusetts,White,141932
Census Tract 4193; Norfolk County; Massachusetts,White,97083
Census Tract 4194; Norfolk County; Massachusetts,White,91927
Census Tract 4195; Norfolk County; Massachusetts,White,156558
Census Tract 4196.01; Norfolk County; Massachusetts,White,99086
Census Tract 4196.02; Norfolk County; Massachusetts,White,129122
Census Tract 4197; Norfolk County; Massachusetts,White,151250
Census Tract 4198; Norfolk County; Massachusetts,White,91587
Census Tract 4201.01; Norfolk County; Massachusetts,White,115451
Census Tract 4201.02; Norfolk County; Massachusetts,Asian,97279
Census Tract 4202.01; Norfolk County; Massachusetts,Black,73750
Census Tract 4202.02; Norfolk County; Massachusetts,Black,92554
Census Tract 4203.01; Norfolk County; Massachusetts,Black,93642
Census Tract 4203.02; Norfolk County; Massachusetts,Black,84720
Census Tract 4211; Norfolk County; Massachusetts,White,90855
Census Tract 4212; Norfolk County; Massachusetts,White,102449
Census Tract 4221; Norfolk County; Massachusetts,White,141394
Census Tract 4222.01; Norfolk County; Massachusetts,White,79123
Census Tract 4222.02; Norfolk County; Massachusetts,White,94767
Census Tract 4223.01; Norfolk County; Massachusetts,White,149750
Census Tract 4223.03; Norfolk County; Massachusetts,White,81338
Census Tract 4223.04; Norfolk County; Massachusetts,White,108203
Census Tract 4224.01; Norfolk County; Massachusetts,White,62500
Census Tract 4224.02; Norfolk County; Massachusetts,White,113387
Census Tract 4225.01; Norfolk County; Massachusetts,White,71106
Census Tract 4225.02; Norfolk County; Massachusetts,White,86040
Census Tract 4226; Norfolk County; Massachusetts,White,141544
Census Tract 4227; Norfolk County; Massachusetts,White,105571
Census Tract 4228; Norfolk County; Massachusetts,White,111339
Census Tract 4231.01; Norfolk County; Massachusetts,White,177667
Census Tract 4231.02; Norfolk County; Massachusetts,White,179432
Census Tract 4401.01; Norfolk County; Massachusetts,White,96006
Census Tract 4401.02; Norfolk County; Massachusetts,White,133250
Census Tract 4412.02; Norfolk County; Massachusetts,White,184583
Census Tract 4412.03; Norfolk County; Massachusetts,White,119615
Census Tract 4412.04; Norfolk County; Massachusetts,White,160878
Census Tract 4421.01; Norfolk County; Massachusetts,White,128125
Census Tract 4421.03; Norfolk County; Massachusetts,White,185808
Census Tract 4421.04; Norfolk County; Massachusetts,White,139396
Census Tract 4421.05; Norfolk County; Massachusetts,White,120417
Census Tract 4422.01; Norfolk County; Massachusetts,White,147964
Census Tract 4422.03; Norfolk County; Massachusetts,White,98341
Census Tract 4422.04; Norfolk County; Massachusetts,White,99038
Census Tract 4431.03; Norfolk County; Massachusetts,White,118295
Census Tract 4431.04; Norfolk County; Massachusetts,White,119901
Census Tract 4431.05; Norfolk County; Massachusetts,White,105643
Census Tract 4431.06; Norfolk County; Massachusetts,White,106484
Census Tract 4561.01; Norfolk County; Massachusetts,White,125089
Census Tract 4561.02; Norfolk County; Massachusetts,White,81471
Census Tract 4562; Norfolk County; Massachusetts,White,108750
Census Tract 4563.01; Norfolk County; Massachusetts,White,82658
Census Tract 4563.02; Norfolk County; Massachusetts,White,58125
Census Tract 4564.01; Norfolk County; Massachusetts,White,107885
Census Tract 4564.02; Norfolk County; Massachusetts,White,152969
Census Tract 4571; Norfolk County; Massachusetts,White,125000
Census Tract 4572; Norfolk County; Massachusetts,White,211754
Census Tract 5001.01; Plymouth County; Massachusetts,White,130034
Census Tract 5001.03; Plymouth County; Massachusetts,White,129886
Census Tract 5001.04; Plymouth County; Massachusetts,White,121071
Census Tract 5011.01; Plymouth County; Massachusetts,White,163000
Census Tract 5011.02; Plymouth County; Massachusetts,White,211184
Census Tract 5012.01; Plymouth County; Massachusetts,White,229293
Census Tract 5012.03; Plymouth County; Massachusetts,White,243125
Census Tract 5012.04; Plymouth County; Massachusetts,White,84792
Census Tract 5021.01; Plymouth County; Massachusetts,White,99938
Census Tract 5021.02; Plymouth County; Massachusetts,White,105859
Census Tract 5022; Plymouth County; Massachusetts,White,83725
Census Tract 5031.01; Plymouth County; Massachusetts,White,159138
Census Tract 5031.02; Plymouth County; Massachusetts,White,164298
Census Tract 5041.01; Plymouth County; Massachusetts,White,168750
Census Tract 5041.02; Plymouth County; Massachusetts,White,192192
Census Tract 5051.02; Plymouth County; Massachusetts,White,171635
Census Tract 5051.03; Plymouth County; Massachusetts,White,129726
Census Tract 5051.04; Plymouth County; Massachusetts,White,122734
Census Tract 5052.01; Plymouth County; Massachusetts,White,109940
Census Tract 5052.02; Plymouth County; Massachusetts,White,110125
Census Tract 5061.02; Plymouth County; Massachusetts,White,114931
Census Tract 5061.03; Plymouth County; Massachusetts,White,104650
Census Tract 5061.04; Plymouth County; Massachusetts,White,158315
Census Tract 5062.02; Plymouth County; Massachusetts,White,125716
Census Tract 5062.03; Plymouth County; Massachusetts,White,133409
Census Tract 5062.05; Plymouth County; Massachusetts,White,126288
Census Tract 5062.06; Plymouth County; Massachusetts,White,73133
Census Tract 5071.01; Plymouth County; Massachusetts,White,169226
Census Tract 5071.03; Plymouth County; Massachusetts,White,185299
Census Tract 5071.04; Plymouth County; Massachusetts,White,118725
Census Tract 5081.01; Plymouth County; Massachusetts,White,164547
Census Tract 5081.02; Plymouth County; Massachusetts,White,112049
Census Tract 5082; Plymouth County; Massachusetts,White,126338
Census Tract 5091.01; Plymouth County; Massachusetts,White,111028
Census Tract 5091.02; Plymouth County; Massachusetts,White,111862
Census Tract 5101; Plymouth County; Massachusetts,White,113702
Census Tract 5102; Plymouth County; Massachusetts,Black,90147
Census Tract 5103; Plymouth County; Massachusetts,Black,55613
Census Tract 5104; Plymouth County; Massachusetts,Black,51017
Census Tract 5105.01; Plymouth County; Massachusetts,White,103456
Census Tract 5105.03; Plymouth County; Massachusetts,Black,51625
Census Tract 5105.04; Plymouth County; Massachusetts,Black,37587
Census Tract 5105.05; Plymouth County; Massachusetts,Black,54949
Census Tract 5106; Plymouth County; Massachusetts,White,154722
Census Tract 5107; Plymouth County; Massachusetts,White,107055
Census Tract 5108; Plymouth County; Massachusetts,Black,66905
Census Tract 5109; Plymouth County; Massachusetts,Black,28026
Census Tract 5110; Plymouth County; Massachusetts,Black,65804
Census Tract 5111; Plymouth County; Massachusetts,White,93050
Census Tract 5112; Plymouth County; Massachusetts,White,65169
Census Tract 5113.01; Plymouth County; Massachusetts,Black,64398
Census Tract 5113.02; Plymouth County; Massachusetts,Black,81548
Census Tract 5114; Plymouth County; Massachusetts,Hispanic,62845
Census Tract 5115; Plymouth County; Massachusetts,Black,86186
Census Tract 5116.01; Plymouth County; Massachusetts,Black,82115
Census Tract 5116.02; Plymouth County; Massachusetts,White,54010
Census Tract 5117.01; Plymouth County; Massachusetts,White,118146
Census Tract 5117.02; Plymouth County; Massachusetts,White,112500
Census Tract 5201; Plymouth County; Massachusetts,White,138370
Census Tract 5202.01; Plymouth County; Massachusetts,White,92250
Census Tract 5202.02; Plymouth County; Massachusetts,White,127645
Census Tract 5211.01; Plymouth County; Massachusetts,White,105595
Census Tract 5211.02; Plymouth County; Massachusetts,White,83299
Census Tract 5212.01; Plymouth County; Massachusetts,White,99896
Census Tract 5212.02; Plymouth County; Massachusetts,White,116795
Census Tract 5221.01; Plymouth County; Massachusetts,White,114250
Census Tract 5221.02; Plymouth County; Massachusetts,White,117071
Census Tract 5231; Plymouth County; Massachusetts,White,123310
Census Tract 5232.01; Plymouth County; Massachusetts,White,135511
Census Tract 5232.03; Plymouth County; Massachusetts,White,139451
Census Tract 5232.04; Plymouth County; Massachusetts,White,101743
Census Tract 5241.01; Plymouth County; Massachusetts,White,125667
Census Tract 5241.02; Plymouth County; Massachusetts,White,117188
Census Tract 5251.01; Plymouth County; Massachusetts,White,92800
Census Tract 5251.04; Plymouth County; Massachusetts,White,139424
Census Tract 5252.04; Plymouth County; Massachusetts,White,161250
Census Tract 5261; Plymouth County; Massachusetts,White,110763
Census Tract 5301; Plymouth County; Massachusetts,White,103073
Census Tract 5302; Plymouth County; Massachusetts,White,59696
Census Tract 5303; Plymouth County; Massachusetts,White,69104
Census Tract 5304; Plymouth County; Massachusetts,White,118671
Census Tract 5305; Plymouth County; Massachusetts,White,88443
Census Tract 5306; Plymouth County; Massachusetts,White,122406
Census Tract 5307; Plymouth County; Massachusetts,White,107159
Census Tract 5308.01; Plymouth County; Massachusetts,White,126162
Census Tract 5308.02; Plymouth County; Massachusetts,White,118413
Census Tract 5309.02; Plymouth County; Massachusetts,White,119871
Census Tract 5309.03; Plymouth County; Massachusetts,White,114315
Census Tract 5309.04; Plymouth County; Massachusetts,White,109125
Census Tract 5401.01; Plymouth County; Massachusetts,White,87273
Census Tract 5401.02; Plymouth County; Massachusetts,White,113667
Census Tract 5401.03; Plymouth County; Massachusetts,White,169395
Census Tract 5411; Plymouth County; Massachusetts,White,114604
Census Tract 5421.01; Plymouth County; Massachusetts,White,100982
Census Tract 5421.02; Plymouth County; Massachusetts,White,90000
Census Tract 5422; Plymouth County; Massachusetts,White,82618
Census Tract 5423.01; Plymouth County; Massachusetts,White,90919
Census Tract 5423.02; Plymouth County; Massachusetts,White,74779
Census Tract 5431; Plymouth County; Massachusetts,White,108958
Census Tract 5441; Plymouth County; Massachusetts,White,91472
Census Tract 5442; Plymouth County; Massachusetts,White,58250
Census Tract 5451; Plymouth County; Massachusetts,White,68257
Census Tract 5452; Plymouth County; Massachusetts,White,88300
Census Tract 5453; Plymouth County; Massachusetts,White,73434
Census Tract 5454; Plymouth County; Massachusetts,White,79530
Census Tract 5601; Plymouth County; Massachusetts,White,110179
Census Tract 5611; Plymouth County; Massachusetts,White,111351
Census Tract 5614; Plymouth County; Massachusetts,White,95577
Census Tract 9802; Plymouth County; Massachusetts,White,135160
Census Tract 9803; Plymouth County; Massachusetts,White,22500
Census Tract 1.01; Suffolk County; Massachusetts,White,135156
Census Tract 1.02; Suffolk County; Massachusetts,White,84044
Census Tract 2.01; Suffolk County; Massachusetts,White,111477
Census Tract 2.02; Suffolk County; Massachusetts,White,84792
Census Tract 3.01; Suffolk County; Massachusetts,White,133051
Census Tract 3.02; Suffolk County; Massachusetts,White,115500
Census Tract 4.01; Suffolk County; Massachusetts,White,74686
Census Tract 4.02; Suffolk County; Massachusetts,White,110147
Census Tract 5.02; Suffolk County; Massachusetts,White,88125
Census Tract 5.03; Suffolk County; Massachusetts,White,86250
Census Tract 5.05; Suffolk County; Massachusetts,White,58785
Census Tract 5.06; Suffolk County; Massachusetts,White,74286
Census Tract 6.01; Suffolk County; Massachusetts,White,105956
Census Tract 6.03; Suffolk County; Massachusetts,Asian,24450
Census Tract 6.04; Suffolk County; Massachusetts,White,52155
Census Tract 7.01; Suffolk County; Massachusetts,White,78110
Census Tract 7.03; Suffolk County; Massachusetts,White,44891
Census Tract 7.04; Suffolk County; Massachusetts,White,80067
Census Tract 8.04; Suffolk County; Massachusetts,White,100938
Census Tract 8.05; Suffolk County; Massachusetts,White,69556
Census Tract 8.06; Suffolk County; Massachusetts,White,74591
Census Tract 8.07; Suffolk County; Massachusetts,White,NA
Census Tract 101.03; Suffolk County; Massachusetts,White,39886
Census Tract 101.04; Suffolk County; Massachusetts,White,63594
Census Tract 102.04; Suffolk County; Massachusetts,White,58438
Census Tract 102.05; Suffolk County; Massachusetts,White,72105
Census Tract 102.06; Suffolk County; Massachusetts,White,64141
Census Tract 103; Suffolk County; Massachusetts,White,69861
Census Tract 104.03; Suffolk County; Massachusetts,White,36928
Census Tract 104.04; Suffolk County; Massachusetts,White,34931
Census Tract 104.05; Suffolk County; Massachusetts,White,20000
Census Tract 104.08; Suffolk County; Massachusetts,White,75372
Census Tract 105; Suffolk County; Massachusetts,White,54020
Census Tract 106; Suffolk County; Massachusetts,White,98472
Census Tract 107.01; Suffolk County; Massachusetts,White,143077
Census Tract 107.02; Suffolk County; Massachusetts,White,160057
Census Tract 108.01; Suffolk County; Massachusetts,White,160000
Census Tract 108.02; Suffolk County; Massachusetts,White,146797
Census Tract 201.01; Suffolk County; Massachusetts,White,186477
Census Tract 202; Suffolk County; Massachusetts,White,111622
Census Tract 203.01; Suffolk County; Massachusetts,White,106593
Census Tract 203.02; Suffolk County; Massachusetts,White,129792
Census Tract 203.04; Suffolk County; Massachusetts,White,185350
Census Tract 203.05; Suffolk County; Massachusetts,White,114211
Census Tract 301; Suffolk County; Massachusetts,White,103500
Census Tract 302; Suffolk County; Massachusetts,White,109626
Census Tract 303.01; Suffolk County; Massachusetts,White,126979
Census Tract 303.02; Suffolk County; Massachusetts,White,137778
Census Tract 304; Suffolk County; Massachusetts,White,107333
Census Tract 305; Suffolk County; Massachusetts,White,119795
Census Tract 401; Suffolk County; Massachusetts,White,162443
Census Tract 402; Suffolk County; Massachusetts,White,112750
Census Tract 403; Suffolk County; Massachusetts,White,172075
Census Tract 404.01; Suffolk County; Massachusetts,White,134821
Census Tract 406; Suffolk County; Massachusetts,White,155054
Census Tract 408.01; Suffolk County; Massachusetts,White,88319
Census Tract 501.01; Suffolk County; Massachusetts,Hispanic,72344
Census Tract 502; Suffolk County; Massachusetts,Hispanic,81964
Census Tract 503; Suffolk County; Massachusetts,White,70295
Census Tract 504; Suffolk County; Massachusetts,White,79667
Census Tract 505; Suffolk County; Massachusetts,Hispanic,105625
Census Tract 506; Suffolk County; Massachusetts,Hispanic,83571
Census Tract 507; Suffolk County; Massachusetts,Hispanic,82712
Census Tract 509.01; Suffolk County; Massachusetts,Hispanic,91250
Census Tract 510; Suffolk County; Massachusetts,Hispanic,88533
Census Tract 511.01; Suffolk County; Massachusetts,Hispanic,76750
Census Tract 512; Suffolk County; Massachusetts,White,130795
Census Tract 601.01; Suffolk County; Massachusetts,White,146737
Census Tract 602; Suffolk County; Massachusetts,White,166750
Census Tract 603.01; Suffolk County; Massachusetts,White,172171
Census Tract 604; Suffolk County; Massachusetts,White,188333
Census Tract 605.01; Suffolk County; Massachusetts,White,175612
Census Tract 606.01; Suffolk County; Massachusetts,White,159464
Census Tract 606.02; Suffolk County; Massachusetts,White,112346
Census Tract 606.03; Suffolk County; Massachusetts,White,183125
Census Tract 606.04; Suffolk County; Massachusetts,White,212217
Census Tract 607; Suffolk County; Massachusetts,Hispanic,22552
Census Tract 608; Suffolk County; Massachusetts,White,173333
Census Tract 610; Suffolk County; Massachusetts,White,85931
Census Tract 611.01; Suffolk County; Massachusetts,Hispanic,19221
Census Tract 612.01; Suffolk County; Massachusetts,White,89375
Census Tract 612.03; Suffolk County; Massachusetts,White,237188
Census Tract 612.04; Suffolk County; Massachusetts,White,158691
Census Tract 701.02; Suffolk County; Massachusetts,White,100208
Census Tract 701.03; Suffolk County; Massachusetts,Asian,67788
Census Tract 701.04; Suffolk County; Massachusetts,White,208750
Census Tract 702.01; Suffolk County; Massachusetts,White,42243
Census Tract 702.02; Suffolk County; Massachusetts,Asian,44361
Census Tract 703.01; Suffolk County; Massachusetts,White,185917
Census Tract 703.02; Suffolk County; Massachusetts,White,131223
Census Tract 704.02; Suffolk County; Massachusetts,White,72825
Census Tract 705.01; Suffolk County; Massachusetts,White,191146
Census Tract 705.02; Suffolk County; Massachusetts,Hispanic,24728
Census Tract 706; Suffolk County; Massachusetts,White,234205
Census Tract 707; Suffolk County; Massachusetts,White,150167
Census Tract 708.01; Suffolk County; Massachusetts,White,NA
Census Tract 708.02; Suffolk County; Massachusetts,White,71528
Census Tract 709.01; Suffolk County; Massachusetts,Hispanic,37847
Census Tract 709.02; Suffolk County; Massachusetts,White,116250
Census Tract 711.01; Suffolk County; Massachusetts,White,86937
Census Tract 712.01; Suffolk County; Massachusetts,White,84955
Census Tract 801; Suffolk County; Massachusetts,Black,48500
Census Tract 803; Suffolk County; Massachusetts,Black,43953
Census Tract 804.01; Suffolk County; Massachusetts,Hispanic,24311
Census Tract 805; Suffolk County; Massachusetts,Hispanic,40350
Census Tract 806.01; Suffolk County; Massachusetts,White,18125
Census Tract 808.01; Suffolk County; Massachusetts,Black,25536
Census Tract 809; Suffolk County; Massachusetts,White,69033
Census Tract 810.01; Suffolk County; Massachusetts,White,44861
Census Tract 811.01; Suffolk County; Massachusetts,White,68720
Census Tract 811.02; Suffolk County; Massachusetts,White,84308
Census Tract 812; Suffolk County; Massachusetts,Hispanic,35900
Census Tract 813.01; Suffolk County; Massachusetts,Hispanic,26800
Census Tract 813.02; Suffolk County; Massachusetts,Hispanic,28827
Census Tract 814; Suffolk County; Massachusetts,Black,70385
Census Tract 815; Suffolk County; Massachusetts,Black,67417
Census Tract 817; Suffolk County; Massachusetts,Black,31007
Census Tract 818; Suffolk County; Massachusetts,Black,48011
Census Tract 819; Suffolk County; Massachusetts,Black,66118
Census Tract 820; Suffolk County; Massachusetts,Black,73414
Census Tract 821; Suffolk County; Massachusetts,Black,29205
Census Tract 901; Suffolk County; Massachusetts,Black,35781
Census Tract 902; Suffolk County; Massachusetts,Black,41068
Census Tract 903; Suffolk County; Massachusetts,Black,36103
Census Tract 904; Suffolk County; Massachusetts,Black,59972
Census Tract 906; Suffolk County; Massachusetts,Black,67591
Census Tract 907; Suffolk County; Massachusetts,White,79177
Census Tract 909.01; Suffolk County; Massachusetts,White,46308
Census Tract 910.01; Suffolk County; Massachusetts,White,86744
Census Tract 911; Suffolk County; Massachusetts,White,111549
Census Tract 912; Suffolk County; Massachusetts,Hispanic,64844
Census Tract 913; Suffolk County; Massachusetts,Black,44960
Census Tract 914; Suffolk County; Massachusetts,Black,56063
Census Tract 915; Suffolk County; Massachusetts,Black,59720
Census Tract 916; Suffolk County; Massachusetts,Asian,44590
Census Tract 917; Suffolk County; Massachusetts,Black,68114
Census Tract 918; Suffolk County; Massachusetts,Black,66714
Census Tract 919; Suffolk County; Massachusetts,Black,58750
Census Tract 920; Suffolk County; Massachusetts,Black,61250
Census Tract 921.01; Suffolk County; Massachusetts,White,59286
Census Tract 922; Suffolk County; Massachusetts,White,109250
Census Tract 923; Suffolk County; Massachusetts,Black,71800
Census Tract 924; Suffolk County; Massachusetts,Black,36635
Census Tract 1001; Suffolk County; Massachusetts,Black,41909
Census Tract 1002; Suffolk County; Massachusetts,Black,61850
Census Tract 1003; Suffolk County; Massachusetts,Black,84500
Census Tract 1004; Suffolk County; Massachusetts,Black,103651
Census Tract 1005; Suffolk County; Massachusetts,Black,58828
Census Tract 1006.01; Suffolk County; Massachusetts,White,115536
Census Tract 1006.03; Suffolk County; Massachusetts,White,118750
Census Tract 1007; Suffolk County; Massachusetts,White,138736
Census Tract 1008; Suffolk County; Massachusetts,White,82238
Census Tract 1009; Suffolk County; Massachusetts,Black,106851
Census Tract 1010.01; Suffolk County; Massachusetts,Black,88964
Census Tract 1010.02; Suffolk County; Massachusetts,Black,51243
Census Tract 1011.01; Suffolk County; Massachusetts,Black,70655
Census Tract 1011.02; Suffolk County; Massachusetts,Black,44606
Census Tract 1101.04; Suffolk County; Massachusetts,Black,54934
Census Tract 1101.05; Suffolk County; Massachusetts,White,145700
Census Tract 1101.06; Suffolk County; Massachusetts,White,102404
Census Tract 1102.01; Suffolk County; Massachusetts,Hispanic,77171
Census Tract 1103.01; Suffolk County; Massachusetts,White,102008
Census Tract 1104.01; Suffolk County; Massachusetts,White,84302
Census Tract 1104.03; Suffolk County; Massachusetts,White,128512
Census Tract 1105.01; Suffolk County; Massachusetts,White,144643
Census Tract 1105.02; Suffolk County; Massachusetts,White,113972
Census Tract 1106.01; Suffolk County; Massachusetts,White,145800
Census Tract 1106.07; Suffolk County; Massachusetts,White,145795
Census Tract 1201.03; Suffolk County; Massachusetts,White,211731
Census Tract 1201.04; Suffolk County; Massachusetts,White,121583
Census Tract 1201.05; Suffolk County; Massachusetts,White,178594
Census Tract 1202.01; Suffolk County; Massachusetts,White,98929
Census Tract 1203.01; Suffolk County; Massachusetts,White,114627
Census Tract 1204; Suffolk County; Massachusetts,White,145543
Census Tract 1205; Suffolk County; Massachusetts,White,143393
Census Tract 1206; Suffolk County; Massachusetts,White,146806
Census Tract 1207; Suffolk County; Massachusetts,White,114940
Census Tract 1301.01; Suffolk County; Massachusetts,White,145881
Census Tract 1302; Suffolk County; Massachusetts,White,149018
Census Tract 1303; Suffolk County; Massachusetts,White,151480
Census Tract 1304.02; Suffolk County; Massachusetts,White,92636
Census Tract 1304.04; Suffolk County; Massachusetts,White,112639
Census Tract 1304.06; Suffolk County; Massachusetts,Black,52616
Census Tract 1401.02; Suffolk County; Massachusetts,Black,122990
Census Tract 1401.05; Suffolk County; Massachusetts,Black,79375
Census Tract 1401.06; Suffolk County; Massachusetts,Black,35333
Census Tract 1401.07; Suffolk County; Massachusetts,Black,97344
Census Tract 1402.01; Suffolk County; Massachusetts,White,107882
Census Tract 1402.02; Suffolk County; Massachusetts,White,130459
Census Tract 1403; Suffolk County; Massachusetts,Black,87364
Census Tract 1404; Suffolk County; Massachusetts,Black,79681
Census Tract 1601.02; Suffolk County; Massachusetts,Hispanic,64605
Census Tract 1601.03; Suffolk County; Massachusetts,Hispanic,76685
Census Tract 1602; Suffolk County; Massachusetts,Hispanic,70672
Census Tract 1603; Suffolk County; Massachusetts,White,55433
Census Tract 1604; Suffolk County; Massachusetts,Hispanic,77695
Census Tract 1605.01; Suffolk County; Massachusetts,Hispanic,74964
Census Tract 1605.02; Suffolk County; Massachusetts,Hispanic,59318
Census Tract 1606.01; Suffolk County; Massachusetts,Hispanic,80509
Census Tract 1606.02; Suffolk County; Massachusetts,Hispanic,71667
Census Tract 1701.01; Suffolk County; Massachusetts,White,77379
Census Tract 1701.02; Suffolk County; Massachusetts,Hispanic,92129
Census Tract 1702; Suffolk County; Massachusetts,White,52705
Census Tract 1703.01; Suffolk County; Massachusetts,White,93411
Census Tract 1703.02; Suffolk County; Massachusetts,White,104038
Census Tract 1704; Suffolk County; Massachusetts,White,80591
Census Tract 1705.02; Suffolk County; Massachusetts,White,63884
Census Tract 1705.03; Suffolk County; Massachusetts,White,90724
Census Tract 1705.04; Suffolk County; Massachusetts,White,126471
Census Tract 1706.01; Suffolk County; Massachusetts,Hispanic,98202
Census Tract 1707.01; Suffolk County; Massachusetts,Hispanic,93875
Census Tract 1707.02; Suffolk County; Massachusetts,Hispanic,60811
Census Tract 1708; Suffolk County; Massachusetts,Hispanic,65786
Census Tract 1801.01; Suffolk County; Massachusetts,White,92554
Census Tract 1802; Suffolk County; Massachusetts,White,76274
Census Tract 1803.01; Suffolk County; Massachusetts,White,124167
Census Tract 1804; Suffolk County; Massachusetts,White,115679
Census Tract 1805; Suffolk County; Massachusetts,White,102214
Census Tract 9801.01; Suffolk County; Massachusetts,Hispanic,NA
Census Tract 9803; Suffolk County; Massachusetts,White,NA
Census Tract 9807; Suffolk County; Massachusetts,White,NA
Census Tract 9809; Suffolk County; Massachusetts,White,108750
Census Tract 9810; Suffolk County; Massachusetts,White,NA
Census Tract 9811; Suffolk County; Massachusetts,White,NA
Census Tract 9812.02; Suffolk County; Massachusetts,White,NA
Census Tract 9813; Suffolk County; Massachusetts,White,245000
Census Tract 9818; Suffolk County; Massachusetts,Black,NA
Census Tract 7001; Worcester County; Massachusetts,White,112133
Census Tract 7011.01; Worcester County; Massachusetts,White,108500
Census Tract 7011.02; Worcester County; Massachusetts,White,65034
Census Tract 7022.01; Worcester County; Massachusetts,White,98542
Census Tract 7022.02; Worcester County; Massachusetts,White,83036
Census Tract 7031; Worcester County; Massachusetts,White,62891
Census Tract 7032; Worcester County; Massachusetts,White,67064
Census Tract 7033; Worcester County; Massachusetts,White,59375
Census Tract 7042.01; Worcester County; Massachusetts,White,90625
Census Tract 7042.02; Worcester County; Massachusetts,White,104205
Census Tract 7051.01; Worcester County; Massachusetts,White,110503
Census Tract 7051.02; Worcester County; Massachusetts,White,91507
Census Tract 7061; Worcester County; Massachusetts,White,114922
Census Tract 7071; Worcester County; Massachusetts,White,49583
Census Tract 7072; Worcester County; Massachusetts,White,41087
Census Tract 7073; Worcester County; Massachusetts,White,47067
Census Tract 7074; Worcester County; Massachusetts,White,75164
Census Tract 7075; Worcester County; Massachusetts,White,56283
Census Tract 7081; Worcester County; Massachusetts,White,95674
Census Tract 7091; Worcester County; Massachusetts,White,90417
Census Tract 7092.01; Worcester County; Massachusetts,White,91400
Census Tract 7092.03; Worcester County; Massachusetts,White,55167
Census Tract 7092.04; Worcester County; Massachusetts,White,79313
Census Tract 7094; Worcester County; Massachusetts,White,60346
Census Tract 7095.01; Worcester County; Massachusetts,White,125956
Census Tract 7095.02; Worcester County; Massachusetts,White,92518
Census Tract 7096; Worcester County; Massachusetts,White,58163
Census Tract 7097.01; Worcester County; Massachusetts,White,80826
Census Tract 7097.02; Worcester County; Massachusetts,White,74175
Census Tract 7101; Worcester County; Massachusetts,White,77897
Census Tract 7102; Worcester County; Massachusetts,White,87023
Census Tract 7103; Worcester County; Massachusetts,White,83824
Census Tract 7104; Worcester County; Massachusetts,White,71406
Census Tract 7105; Worcester County; Massachusetts,White,56549
Census Tract 7106.01; Worcester County; Massachusetts,Hispanic,65864
Census Tract 7106.02; Worcester County; Massachusetts,Hispanic,61477
Census Tract 7107; Worcester County; Massachusetts,White,17163
Census Tract 7108; Worcester County; Massachusetts,White,50551
Census Tract 7110; Worcester County; Massachusetts,White,51967
Census Tract 7111; Worcester County; Massachusetts,White,110264
Census Tract 7121.01; Worcester County; Massachusetts,White,98529
